prname,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,numtoday,deathstoday,testedtoday,recoveredtoday,numactive,rateactive
Quebec,2020-03-20,139,0,1.0,139,8539.0,0.0,0.0,18,0.0,1782.0,0.0,138.0,1.63
Quebec,2020-03-21,202,19,4.0,221,8539.0,0.0,0.0,82,3.0,0.0,0.0,217.0,2.56
Quebec,2020-03-22,221,0,4.0,221,8539.0,0.0,0.0,0,0.0,0.0,0.0,217.0,2.56
Quebec,2020-03-23,221,407,4.0,628,8539.0,0.0,0.0,407,0.0,0.0,0.0,624.0,7.35
Quebec,2020-03-24,221,792,4.0,1013,15071.0,0.0,0.0,385,0.0,6532.0,0.0,1009.0,11.89
Quebec,2020-03-25,1339,0,6.0,1339,27828.0,0.0,0.0,326,2.0,12757.0,0.0,1333.0,15.71
Quebec,2020-03-26,1629,0,8.0,1629,33311.0,2.0,0.12,290,2.0,5483.0,2.0,1619.0,19.08
Quebec,2020-03-27,2021,0,18.0,2021,34356.0,29.0,1.43,392,10.0,1045.0,27.0,1974.0,23.26
Quebec,2020-03-28,2498,0,22.0,2498,46087.0,29.0,1.16,477,4.0,11731.0,0.0,2447.0,28.84
Quebec,2020-03-29,2840,0,22.0,2840,52204.0,29.0,1.02,342,0.0,6117.0,0.0,2789.0,32.87
Quebec,2020-03-30,3430,0,25.0,3430,59715.0,29.0,0.85,590,3.0,7511.0,0.0,3376.0,39.79
Quebec,2020-03-31,4162,0,31.0,4162,67540.0,29.0,0.7,732,6.0,7825.0,0.0,4102.0,48.34
Quebec,2020-04-01,4611,0,33.0,4611,69711.0,29.0,0.63,449,2.0,2171.0,0.0,4549.0,53.61
Quebec,2020-04-02,5518,0,36.0,5518,74542.0,224.0,4.06,907,3.0,4831.0,195.0,5258.0,61.97
Quebec,2020-04-03,6101,0,61.0,6101,83570.0,224.0,4.06,583,25.0,9028.0,195.0,6040.0,71.18
Quebec,2020-04-04,6997,0,75.0,6997,90227.0,224.0,4.06,896,14.0,6657.0,195.0,6922.0,81.58
Quebec,2020-04-05,7944,0,94.0,7944,95955.0,0.0,0.0,947,19.0,5728.0,0.0,7850.0,92.52
Quebec,2020-04-06,8580,0,121.0,8580,100113.0,611.0,7.12,636,27.0,4158.0,611.0,7848.0,92.49
Quebec,2020-04-07,9340,0,150.0,9340,104526.0,611.0,7.12,760,29.0,4413.0,611.0,9190.0,108.31
Quebec,2020-04-08,10031,0,175.0,10031,109270.0,611.0,7.12,691,25.0,4744.0,611.0,9856.0,116.16
Quebec,2020-04-09,10912,0,216.0,10912,113365.0,611.0,7.12,881,41.0,4095.0,611.0,10696.0,126.06
Quebec,2020-04-10,11677,0,241.0,11677,118217.0,611.0,7.12,765,25.0,4852.0,611.0,11436.0,134.78
Quebec,2020-04-11,12292,0,289.0,12292,123115.0,611.0,7.12,615,48.0,4898.0,611.0,12003.0,141.46
Quebec,2020-04-12,12846,0,328.0,12846,126771.0,611.0,7.12,554,39.0,3656.0,611.0,12518.0,147.53
Quebec,2020-04-13,13557,0,360.0,13557,131570.0,611.0,7.12,711,32.0,4799.0,611.0,13197.0,155.53
Quebec,2020-04-14,14248,0,435.0,14248,137451.0,611.0,7.12,691,75.0,5881.0,611.0,13813.0,162.79
Quebec,2020-04-15,14860,0,487.0,14860,143174.0,611.0,7.12,612,52.0,5723.0,611.0,14373.0,169.39
Quebec,2020-04-16,15857,0,630.0,15857,148571.0,611.0,7.12,997,143.0,5397.0,611.0,15227.0,179.46
Quebec,2020-04-17,16798,0,688.0,16798,153722.0,611.0,7.12,941,58.0,5151.0,611.0,16110.0,189.87
Quebec,2020-04-18,17521,0,805.0,17521,158770.0,3315.0,18.92,723,117.0,5048.0,3315.0,13401.0,157.94
Quebec,2020-04-19,18357,0,877.0,18357,163548.0,3555.0,19.37,836,72.0,4778.0,240.0,13925.0,164.11
Quebec,2020-04-20,19319,0,939.0,19319,167801.0,3847.0,19.91,962,62.0,4253.0,292.0,14533.0,171.28
Quebec,2020-04-21,20126,0,1041.0,20126,171520.0,4048.0,20.11,807,102.0,3719.0,201.0,15037.0,177.22
Quebec,2020-04-22,20965,0,1134.0,20965,176048.0,4291.0,20.47,839,93.0,4528.0,243.0,15540.0,183.15
Quebec,2020-04-23,21838,0,1243.0,21838,180833.0,4484.0,20.53,873,109.0,4785.0,193.0,16111.0,189.88
Quebec,2020-04-24,22616,0,1340.0,22616,185632.0,4724.0,20.89,778,97.0,4799.0,240.0,16552.0,195.07
Quebec,2020-04-25,23267,0,1446.0,23267,190765.0,5057.0,21.73,651,106.0,5133.0,333.0,16764.0,197.57
Quebec,2020-04-26,24107,0,1515.0,24107,195577.0,5342.0,22.16,840,69.0,4812.0,285.0,17250.0,203.3
Quebec,2020-04-27,24982,0,1599.0,24982,200172.0,5517.0,22.08,875,84.0,4595.0,175.0,17866.0,210.56
Quebec,2020-04-28,25757,0,1682.0,25757,204472.0,5841.0,22.68,775,83.0,4300.0,324.0,18234.0,214.9
Quebec,2020-04-29,26594,0,1761.0,26594,208979.0,6048.0,22.74,837,79.0,4507.0,207.0,18785.0,221.39
Quebec,2020-04-30,27538,0,1859.0,27538,214047.0,6299.0,22.87,944,98.0,5068.0,251.0,19380.0,228.4
Quebec,2020-05-01,28648,0,2022.0,28648,219367.0,6700.0,23.39,1110,163.0,5320.0,401.0,19926.0,234.84
Quebec,2020-05-02,29656,0,2136.0,29656,224831.0,6965.0,23.49,1008,114.0,5464.0,265.0,20555.0,242.25
Quebec,2020-05-03,31865,0,2205.0,31865,230864.0,7258.0,22.78,2209,69.0,6033.0,293.0,22402.0,264.02
Quebec,2020-05-04,32623,0,2280.0,32623,235136.0,7578.0,23.23,758,75.0,4272.0,320.0,22765.0,268.3
Quebec,2020-05-05,33417,0,2398.0,33417,239241.0,7923.0,23.71,794,118.0,4105.0,345.0,23096.0,272.2
Quebec,2020-05-06,34327,0,2510.0,34327,250654.0,8284.0,24.13,910,112.0,11413.0,361.0,23533.0,277.35
Quebec,2020-05-07,35238,0,2631.0,35238,259794.0,8673.0,24.61,911,121.0,9140.0,389.0,23934.0,282.08
Quebec,2020-05-08,36150,0,2725.0,36150,266444.0,8928.0,24.7,912,94.0,6650.0,255.0,24497.0,288.71
Quebec,2020-05-09,36986,0,2786.0,36986,276787.0,9268.0,25.06,836,61.0,10343.0,340.0,24932.0,293.84
Quebec,2020-05-10,37721,0,2928.0,37721,278389.0,9526.0,25.25,735,142.0,1602.0,258.0,25267.0,297.79
Quebec,2020-05-11,38469,0,3013.0,38469,284239.0,9703.0,25.22,748,85.0,5850.0,177.0,25753.0,303.51
Quebec,2020-05-12,39225,0,3131.0,39225,290888.0,10056.0,25.64,756,118.0,6649.0,353.0,26038.0,306.87
Quebec,2020-05-13,39931,0,3220.0,39931,296528.0,10470.0,26.22,706,89.0,5640.0,414.0,26241.0,309.26
Quebec,2020-05-14,40724,0,3351.0,40724,302929.0,10829.0,26.59,793,131.0,6401.0,359.0,26544.0,312.84
Quebec,2020-05-15,41420,0,3401.0,41420,310868.0,11039.0,26.65,696,50.0,7939.0,210.0,26980.0,317.97
Quebec,2020-05-16,42183,0,3483.0,42183,319472.0,11458.0,27.16,763,82.0,8604.0,419.0,27242.0,321.06
Quebec,2020-05-17,42920,0,3562.0,42920,327782.0,11754.0,27.39,737,79.0,8310.0,296.0,27604.0,325.33
Quebec,2020-05-18,43627,0,3596.0,43627,335232.0,12045.0,27.61,707,34.0,7450.0,291.0,27986.0,329.83
Quebec,2020-05-19,44197,0,3647.0,44197,341102.0,12497.0,28.28,570,51.0,5870.0,452.0,28053.0,330.62
Quebec,2020-05-20,44775,0,3718.0,44775,346684.0,12822.0,28.64,578,71.0,5582.0,325.0,28235.0,332.77
Quebec,2020-05-21,45495,0,3800.0,45495,354172.0,13327.0,29.29,720,82.0,7488.0,505.0,28368.0,334.33
Quebec,2020-05-22,46141,0,3865.0,46141,361628.0,13819.0,29.95,646,65.0,7456.0,492.0,28457.0,335.38
Quebec,2020-05-23,46838,0,3940.0,46838,370820.0,14044.0,29.98,697,75.0,9192.0,225.0,28854.0,340.06
Quebec,2020-05-24,47411,0,3984.0,47411,380061.0,14331.0,30.23,573,44.0,9241.0,287.0,29096.0,342.91
Quebec,2020-05-25,47984,0,4069.0,47984,389618.0,14654.0,30.54,573,85.0,9557.0,323.0,29261.0,344.86
Quebec,2020-05-26,48598,0,4139.0,48598,395775.0,14999.0,30.86,614,70.0,6157.0,345.0,29460.0,347.2
Quebec,2020-05-27,49139,0,4228.0,49139,402059.0,15319.0,31.17,541,89.0,6284.0,320.0,29592.0,348.76
Quebec,2020-05-28,49702,0,4302.0,49702,409135.0,15618.0,31.42,563,74.0,7076.0,299.0,29782.0,351.0
Quebec,2020-05-29,50232,0,4363.0,50232,417796.0,15908.0,31.67,530,61.0,8661.0,290.0,29961.0,353.11
Quebec,2020-05-30,50651,0,4439.0,50651,428895.0,16070.0,31.73,419,76.0,11099.0,162.0,30142.0,355.24
Quebec,2020-05-31,51059,0,4641.0,51059,436799.0,16346.0,32.01,408,202.0,7904.0,276.0,30072.0,354.42
Quebec,2020-06-01,51354,0,4661.0,51354,444782.0,16597.0,32.32,295,20.0,7983.0,251.0,30096.0,354.7
Quebec,2020-06-02,51593,0,4713.0,51593,450317.0,16803.0,32.57,239,52.0,5535.0,206.0,30077.0,354.47
Quebec,2020-06-03,51884,0,4794.0,51884,456561.0,17098.0,32.95,291,81.0,6244.0,295.0,29992.0,353.47
Quebec,2020-06-04,52143,0,4885.0,52143,463267.0,17336.0,33.25,259,91.0,6706.0,238.0,29922.0,352.65
Quebec,2020-06-05,52398,0,4935.0,52398,470862.0,17764.0,33.9,255,50.0,7595.0,428.0,29699.0,350.02
Quebec,2020-06-06,52624,0,4970.0,52624,477737.0,18412.0,34.99,226,35.0,6875.0,648.0,29242.0,344.63
Quebec,2020-06-07,52849,0,4978.0,52849,484972.0,18714.0,35.41,225,8.0,7235.0,302.0,29157.0,343.63
Quebec,2020-06-08,53047,0,4984.0,53047,489877.0,18994.0,35.81,198,6.0,4905.0,280.0,29069.0,342.59
Quebec,2020-06-09,53185,0,5029.0,53185,493724.0,19361.0,36.4,138,45.0,3847.0,367.0,28795.0,339.36
Quebec,2020-06-10,53341,0,5081.0,53341,498550.0,19841.0,37.2,156,52.0,4826.0,480.0,28419.0,334.93
Quebec,2020-06-11,53485,0,5105.0,53485,504056.0,20299.0,37.95,144,24.0,5506.0,458.0,28081.0,330.95
Quebec,2020-06-12,53666,0,5148.0,53666,509452.0,20823.0,38.8,181,43.0,5396.0,524.0,27695.0,326.4
Quebec,2020-06-13,53824,0,5195.0,53824,514868.0,21281.0,39.54,158,47.0,5416.0,458.0,27348.0,322.31
Quebec,2020-06-14,53952,0,5222.0,53952,520873.0,21742.0,40.3,128,27.0,6005.0,461.0,26988.0,318.07
Quebec,2020-06-15,54054,0,5242.0,54054,524979.0,22213.0,41.09,102,20.0,4106.0,471.0,26599.0,313.48
Quebec,2020-06-16,54146,0,5269.0,54146,528245.0,22350.0,41.28,92,27.0,3266.0,137.0,26527.0,312.64
Quebec,2020-06-17,54263,0,5298.0,54263,533133.0,22549.0,41.56,117,29.0,4888.0,199.0,26416.0,311.33
Quebec,2020-06-18,54383,0,5340.0,54383,538818.0,22754.0,41.84,120,42.0,5685.0,205.0,26289.0,309.83
Quebec,2020-06-19,54550,0,5375.0,54550,545165.0,22972.0,42.11,167,35.0,6347.0,218.0,26203.0,308.82
Quebec,2020-06-20,54674,0,5408.0,54674,551352.0,23201.0,42.44,124,33.0,6187.0,229.0,26065.0,307.19
Quebec,2020-06-21,54766,0,5417.0,54766,551352.0,23322.0,42.58,92,9.0,0.0,121.0,26027.0,306.74
Quebec,2020-06-22,54835,0,5417.0,54835,551352.0,23506.0,42.87,69,0.0,0.0,184.0,25912.0,305.39
Quebec,2020-06-23,54884,0,5424.0,54884,564464.0,23620.0,43.04,49,7.0,13112.0,114.0,25840.0,304.54
Quebec,2020-06-24,54937,0,5441.0,54937,568997.0,23710.0,43.16,53,17.0,4533.0,90.0,25786.0,303.9
Quebec,2020-06-25,55079,0,5448.0,55079,573478.0,23786.0,43.19,142,7.0,4481.0,76.0,25845.0,304.6
Quebec,2020-06-26,55079,0,5448.0,55079,573478.0,23786.0,43.19,0,0.0,0.0,0.0,25845.0,304.6
Quebec,2020-06-27,55079,0,5448.0,55079,573478.0,23786.0,43.19,0,0.0,0.0,0.0,25845.0,304.6
Quebec,2020-06-28,55079,0,5448.0,55079,573478.0,23786.0,43.19,0,0.0,0.0,0.0,25845.0,304.6
Quebec,2020-06-29,55390,0,5485.0,55390,584708.0,24602.0,44.42,311,37.0,11230.0,816.0,25303.0,298.21
Quebec,2020-06-30,55458,0,5503.0,55458,600314.0,24798.0,44.71,68,18.0,15606.0,196.0,25157.0,296.49
Quebec,2020-07-01,55458,0,5503.0,55458,600314.0,24798.0,44.71,0,0.0,0.0,0.0,25157.0,296.49
Quebec,2020-07-02,55593,0,5541.0,55593,611136.0,25034.0,45.03,135,38.0,10822.0,236.0,25018.0,294.85
Quebec,2020-07-03,55682,0,5560.0,55682,616676.0,25158.0,45.18,89,19.0,5540.0,124.0,24964.0,294.21
Quebec,2020-07-04,55784,0,5566.0,55784,622087.0,25280.0,45.32,102,6.0,5411.0,122.0,24938.0,293.91
Quebec,2020-07-05,55863,0,5574.0,55863,622087.0,25346.0,45.37,79,8.0,0.0,66.0,24943.0,293.97
Quebec,2020-07-06,55937,0,5577.0,55937,622087.0,25378.0,45.37,74,3.0,0.0,32.0,24982.0,294.43
Quebec,2020-07-07,55997,0,5590.0,55997,644248.0,25458.0,45.46,60,13.0,22161.0,80.0,24949.0,294.04
Quebec,2020-07-08,56079,0,5603.0,56079,648924.0,25534.0,45.53,82,13.0,4676.0,76.0,24942.0,293.96
Quebec,2020-07-09,56216,0,5609.0,56216,656477.0,25616.0,45.57,137,6.0,7553.0,82.0,24991.0,294.53
Quebec,2020-07-10,56316,0,5612.0,56316,663629.0,25675.0,45.59,100,3.0,7152.0,59.0,25029.0,294.98
Quebec,2020-07-11,56407,0,5620.0,56407,671724.0,25773.0,45.69,91,8.0,8095.0,98.0,25014.0,294.8
Quebec,2020-07-12,56521,0,5627.0,56521,671724.0,25862.0,45.76,114,7.0,0.0,89.0,25032.0,295.02
Quebec,2020-07-13,56621,0,5628.0,56621,671724.0,25911.0,45.76,100,1.0,0.0,49.0,25082.0,295.61
Quebec,2020-07-14,56730,0,5633.0,56730,692455.0,26025.0,45.88,109,5.0,20731.0,114.0,25072.0,295.49
Quebec,2020-07-15,56859,0,5636.0,56859,699897.0,26097.0,45.9,129,3.0,7442.0,72.0,25126.0,296.12
Quebec,2020-07-16,57001,0,5646.0,57001,709026.0,26253.0,46.06,142,10.0,9129.0,156.0,25102.0,295.84
Quebec,2020-07-17,57142,0,5647.0,57142,718928.0,49939.0,87.39,141,1.0,9902.0,23686.0,1556.0,18.34
Quebec,2020-07-18,57300,0,5654.0,57300,730010.0,50027.0,87.31,158,7.0,11082.0,88.0,1619.0,19.08
Quebec,2020-07-19,57466,0,5655.0,57466,738437.0,50050.0,87.09,166,1.0,8427.0,23.0,1761.0,20.75
Quebec,2020-07-20,57616,0,5657.0,57616,747943.0,50190.0,87.11,150,2.0,9506.0,140.0,1769.0,20.85
Quebec,2020-07-21,57796,0,5658.0,57796,758349.0,50298.0,87.03,180,1.0,10406.0,108.0,1840.0,21.69
Quebec,2020-07-22,57938,0,5662.0,57938,767792.0,50373.0,86.94,142,4.0,9443.0,75.0,1903.0,22.43
Quebec,2020-07-23,58080,0,5662.0,58080,767792.0,50505.0,86.96,142,0.0,0.0,132.0,1913.0,22.55
Quebec,2020-07-24,58243,0,5663.0,58243,747110.0,50615.0,86.9,163,1.0,-20682.0,110.0,1965.0,23.16
Quebec,2020-07-25,58414,0,5666.0,58414,757813.0,50703.0,86.8,171,3.0,10703.0,88.0,2045.0,24.1
Quebec,2020-07-26,58583,0,5667.0,58583,768346.0,50812.0,86.74,169,1.0,10533.0,109.0,2104.0,24.8
Quebec,2020-07-27,58728,0,5667.0,58728,777793.0,50886.0,86.65,145,0.0,9447.0,74.0,2175.0,25.63
Quebec,2020-07-28,58897,0,5670.0,58897,786727.0,50886.0,86.4,169,3.0,8934.0,0.0,2341.0,27.59
Quebec,2020-07-29,59073,0,5670.0,59073,796549.0,50886.0,86.14,176,0.0,9822.0,0.0,2517.0,29.66
Repatriated travellers,2020-03-11,1,0,0.0,1,29.0,0.0,0.0,1,0.0,29.0,0.0,1.0,
Repatriated travellers,2020-03-12,1,0,0.0,1,29.0,0.0,0.0,0,0.0,0.0,0.0,1.0,
Repatriated travellers,2020-03-13,2,0,0.0,2,29.0,0.0,0.0,1,0.0,0.0,0.0,2.0,
Repatriated travellers,2020-03-14,2,0,0.0,2,29.0,0.0,0.0,0,0.0,0.0,0.0,2.0,
Repatriated travellers,2020-03-15,4,0,0.0,4,29.0,0.0,0.0,2,0.0,0.0,0.0,4.0,
Repatriated travellers,2020-03-16,4,0,0.0,4,29.0,0.0,0.0,0,0.0,0.0,0.0,4.0,
Repatriated travellers,2020-03-17,8,0,0.0,8,29.0,0.0,0.0,4,0.0,0.0,0.0,8.0,
Repatriated travellers,2020-03-18,9,0,0.0,9,29.0,0.0,0.0,1,0.0,0.0,0.0,9.0,
Repatriated travellers,2020-03-19,10,0,0.0,10,29.0,0.0,0.0,1,0.0,0.0,0.0,10.0,
Repatriated travellers,2020-03-20,13,0,0.0,13,29.0,0.0,0.0,3,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-03-21,13,0,0.0,13,29.0,0.0,0.0,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-03-22,13,0,0.0,13,29.0,0.0,0.0,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-03-23,13,0,0.0,13,76.0,0.0,0.0,0,0.0,47.0,0.0,13.0,
Repatriated travellers,2020-03-24,13,0,0.0,13,76.0,0.0,0.0,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-03-25,13,0,0.0,13,76.0,0.0,0.0,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-03-26,13,0,0.0,13,76.0,0.0,0.0,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-03-27,13,0,0.0,13,76.0,0.0,0.0,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-03-28,13,0,0.0,13,76.0,0.0,0.0,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-03-29,13,0,0.0,13,76.0,0.0,0.0,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-03-30,13,0,0.0,13,76.0,9.0,69.23,0,0.0,0.0,9.0,4.0,
Repatriated travellers,2020-03-31,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,3.0,1.0,
Repatriated travellers,2020-04-01,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,1.0,
Repatriated travellers,2020-04-02,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,1.0,
Repatriated travellers,2020-04-03,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-04-04,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-04-05,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,12.0,1.0,
Repatriated travellers,2020-04-06,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,1.0,
Repatriated travellers,2020-04-07,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-04-08,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-04-09,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,13.0,
Repatriated travellers,2020-04-10,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-11,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-12,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-13,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-14,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-15,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-16,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-17,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-18,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-19,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-20,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-21,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-22,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-23,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-24,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-25,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-26,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-27,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-28,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-29,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-04-30,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-01,13,0,0.0,13,76.0,12.0,92.31,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-02,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,13.0,,
Repatriated travellers,2020-05-03,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,0.0,
Repatriated travellers,2020-05-04,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-05,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-06,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-07,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-08,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-09,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-10,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-11,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-12,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-13,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-14,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-15,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-16,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-17,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-18,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-19,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-20,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-21,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,13.0,,
Repatriated travellers,2020-05-22,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-23,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-24,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-25,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-26,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-27,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-28,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-29,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-30,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-05-31,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-01,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-02,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-03,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-04,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-05,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-06,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-07,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-08,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-09,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-10,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-11,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-12,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-13,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-14,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-15,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-16,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-17,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-18,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-19,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-20,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
Repatriated travellers,2020-06-21,13,0,0.0,13,76.0,13.0,100.0,0,0.0,0.0,0.0,,
